research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,validation_error
http://hdl.handle.net/10754/690696,KAUST,Modeling and Simulation for Collective Dynamics,,2023,2023-02-01 00:00:00+00:00,"The thematic program Quantum and Kinetic Problems: Modeling, Analysis, Numerics and Applications was held at the Institute for Mathematical Sciences at the National University of Singapore, from September 2019 to March 2020. Leading experts presented tutorials and special lectures geared towards the participating graduate students and junior researchers. Readers will find in this significant volume four expanded lecture notes with self-contained tutorials on modeling and simulation for collective dynamics including individual and population approaches for population dynamics in mathematical biology, collective behaviors for Lohe type aggregation models, mean-field particle swarm optimization, and consensus-based optimization and ensemble Kalman inversion for global optimization problems with constraints. This volume serves to inspire graduate students and researchers who will embark into original research work in kinetic models for collective dynamics and their applications",,,,10.1142/13136,http://hdl.handle.net/10754/690696,KAUST Repository,authors is missing
http://hdl.handle.net/10754/691094,KAUST,VARS: Video Assistant Referee System for Automated Soccer Decision Making from Multiple Views,"Held, Jan; Cioppa, Anthony; Giancola, Silvio; Hamdi, Abdullah; Ghanem, Bernard; Droogenbroeck, Marc Van",2023,2023-04-10 00:00:00+00:00,"The Video Assistant Referee (VAR) has revolutionized association football, enabling referees to review incidents on the pitch, make informed decisions, and ensure fairness. However, due to the lack of referees in many countries and the high cost of the VAR infrastructure, only professional leagues can benefit from it. In this paper, we propose a Video Assistant Referee System (VARS) that can automate soccer decision-making. VARS leverages the latest findings in multi-view video analysis, to provide real-time feedback to the referee, and help them make informed decisions that can impact the outcome of a game. To validate VARS, we introduce SoccerNet-MVFoul, a novel video dataset of soccer fouls from multiple camera views, annotated with extensive foul descriptions by a professional soccer referee, and we benchmark our VARS to automatically recognize the characteristics of these fouls. We believe that VARS has the potential to revolutionize soccer refereeing and take the game to new heights of fairness and accuracy across all levels of professional and amateur federations.",,,,,http://hdl.handle.net/10754/691094,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691093,KAUST,SoccerNet-Caption: Dense Video Captioning for Soccer Broadcasts Commentaries,"Mkhallati, Hassan; Cioppa, Anthony; Giancola, Silvio; Ghanem, Bernard; Droogenbroeck, Marc Van",2023,2023-04-10 00:00:00+00:00,"Soccer is more than just a game - it is a passion that transcends borders and unites people worldwide. From the roar of the crowds to the excitement of the commentators, every moment of a soccer match is a thrill. Yet, with so many games happening simultaneously, fans cannot watch them all live. Notifications for main actions can help, but lack the engagement of live commentary, leaving fans feeling disconnected. To fulfill this need, we propose in this paper a novel task of dense video captioning focusing on the generation of textual commentaries anchored with single timestamps. To support this task, we additionally present a challenging dataset consisting of almost 37k timestamped commentaries across 715.9 hours of soccer broadcast videos. Additionally, we propose a first benchmark and baseline for this task, highlighting the difficulty of temporally anchoring commentaries yet showing the capacity to generate meaningful commentaries. By providing broadcasters with a tool to summarize the content of their video with the same level of engagement as a live game, our method could help satisfy the needs of the numerous fans who follow their team but cannot necessarily watch the live game. We believe our method has the potential to enhance the accessibility and understanding of soccer content for a wider audience, bringing the excitement of the game to more people.",,,,,http://hdl.handle.net/10754/691093,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691091,KAUST,Towards Active Learning for Action Spotting in Association Football Videos,"Giancola, Silvio; Cioppa, Anthony; Georgieva, Julia; Billingham, Johsan; Serner, Andreas; Peek, Kerry; Ghanem, Bernard; Droogenbroeck, Marc Van",2023,2023-04-09 00:00:00+00:00,"Association football is a complex and dynamic sport, with numerous actions occurring simultaneously in each game. Analyzing football videos is challenging and requires identifying subtle and diverse spatio-temporal patterns. Despite recent advances in computer vision, current algorithms still face significant challenges when learning from limited annotated data, lowering their performance in detecting these patterns. In this paper, we propose an active learning framework that selects the most informative video samples to be annotated next, thus drastically reducing the annotation effort and accelerating the training of action spotting models to reach the highest accuracy at a faster pace. Our approach leverages the notion of uncertainty sampling to select the most challenging video clips to train on next, hastening the learning process of the algorithm. We demonstrate that our proposed active learning framework effectively reduces the required training data for accurate action spotting in football videos. We achieve similar performances for action spotting with NetVLAD++ on SoccerNet-v2, using only one-third of the dataset, indicating significant capabilities for reducing annotation time and improving data efficiency. We further validate our approach on two new datasets that focus on temporally localizing actions of headers and passes, proving its effectiveness across different action semantics in football. We believe our active learning framework for action spotting would support further applications of action spotting algorithms and accelerate annotation campaigns in the sports domain.",,,,,http://hdl.handle.net/10754/691091,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691090,KAUST,Time and Energy Constrained Large-Scale IoT Networks: The Feedback Dilemma,"Emara, Mostafa Lotfy; Kouzayha, Nour Hicham; ElSawy, Hesham; Al-Naffouri, Tareq Y.",2023,2023-04-09 00:00:00+00:00,"Closed-loop rate adaptation and error-control depends on the availability of feedback, which is necessary to maintain efficient and reliable wireless links. In the 6G era, many Internet of Things (IoT) devices may not be able to support feedback transmissions due to stringent energy constraints. This calls for new transmission techniques and design paradigms to maintain reliability in feedback-free IoT networks. In this context, this paper proposes a novel open-loop rate adaptation (OLRA) scheme for reliable feedback-free IoT networks. In particular, large packets are fragmented to operate at a reliable transmission rate. Furthermore, transmission of each fragment is repeated several times to improve the probability of successful delivery. Using tools from stochastic geometry and queueing theory, we develop a novel spatiotemporal framework to determine the number of fragments and repetitions needed to optimize the network performance in terms of transmission reliability and latency. To this end, the proposed OLRA is bench-marked against conventional closed-loop rate adaptation (CLRA) to highlight the impact of feedback in large-scale IoT networks. The obtained results concretely quantify the energy saving of the proposed feedback-free OLRA scheme at the cost of transmission reliability reduction and latency increment.",,,,,http://hdl.handle.net/10754/691090,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691088,KAUST,Microseismic source imaging using physics-informed neural networks with hard constraints,"Huang, Xinquan; Alkhalifah, Tariq Ali",2023,2023-04-09 00:00:00+00:00,"Microseismic source imaging plays a significant role in passive seismic monitoring. However, such a process is prone to failure due to the aliasing problem when dealing with sparse measured data. Thus, we propose a direct microseismic imaging framework based on physics-informed neural networks (PINNs), which can generate focused source images, even with very sparse recordings. We use the PINNs to represent a multi-frequency wavefield and then apply the inverse Fourier transform to extract the source image. Specially, we modify the representation of the frequency-domain wavefield to inherently satisfy the boundary conditions (the measured data on the surface) by means of the hard constraint, which helps to avoid the difficulty in balancing the data and PDE losses in PINNs. Furthermore, we propose the causality loss implementation with respect to depth to enhance the convergence of PINNs. The numerical experiments on the Overthrust model show that the method can admit reliable and accurate source imaging for single- or multiple- sources and even in passive monitoring settings. Then, we further apply our method on the hydraulic fracturing field data, and demonstrate that our method can correctly image the source.",,,,,http://hdl.handle.net/10754/691088,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691086,KAUST,Morphological transitions of block copolymer micelles: implications for isoporous membrane ordering,"Moreno, Nicolas; Nunes, Suzana Pereira; Calo, Victor",2023,2023-04-08 00:00:00+00:00,"Isoporous membranes made from diblock copolymers have numerous applications, including water treatment and protein separation, and are successfully produced at a laboratory scale under controlled conditions. However, achieving optimal conditions for membrane preparation remains a challenge due to the complexity of the involved phenomena. Experimental studies have shown that the self-assembly of block copolymers in solution significantly affects the final membrane structure. Despite extensive research, understanding the multiscale phenomena leading to the characteristic morphology is still elusive. We address this gap by using mesoscale computational simulations to investigate the self-assembly of block copolymers in selective solvents, consistent with isoporous membrane preparation. We focus on the interplay between entropic and enthalpic interactions and their effects on the morphology of the micellar aggregates in solution. Our computational results are consistent with experimental evidence, revealing a morphological transition of the aggregates as the polymer concentration and solvent affinity change. We propose different phase parameters to characterize the emergence of monodisperse-spherical micelles in solution and describe the order of crew-cut micelles using a rigid-sphere approximation. Our study provides valuable insights into the self-assembly of diblock copolymers to optimize the preparation of isoporous membranes.",,,,,http://hdl.handle.net/10754/691086,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691085,KAUST,Efficient automatic segmentation for multi-level pulmonary arteries: The PARSE challenge,"Luo, Gongning; Wang, Kuanquan; Liu, Jun; Li, Shuo; Liang, Xinjie; Li, Xiangyu; Gan, Shaowei; Wang, Wei; Dong, Suyu; Wang, Wenyi; Yu, Pengxin; Liu, Enyou; Wei, Hongrong; Wang, Na; Guo, Jia; Li, Huiqi; Zhang, Zhao; Zhao, Ziwei; Gao, Na; An, Nan; Pakzad, Ashkan; Rangelov, Bojidar; Dou, Jiaqi; Tian, Song; Liu, Zeyu; Wang, Yi; Sivalingam, Ampatishan; Punithakumar, Kumaradevan; Qiu, Zhaowen; Gao, Xin",2023,2023-04-07 00:00:00+00:00,"Efficient automatic segmentation of multi-level (i.e. main and branch) pulmonary arteries (PA) in CTPA images plays a significant role in clinical applications. However, most existing methods concentrate only on main PA or branch PA segmentation separately and ignore segmentation efficiency. Besides, there is no public large-scale dataset focused on PA segmentation, which makes it highly challenging to compare the different methods. To benchmark multi-level PA segmentation algorithms, we organized the first \textbf{P}ulmonary \textbf{AR}tery \textbf{SE}gmentation (PARSE) challenge. On the one hand, we focus on both the main PA and the branch PA segmentation. On the other hand, for better clinical application, we assign the same score weight to segmentation efficiency (mainly running time and GPU memory consumption during inference) while ensuring PA segmentation accuracy. We present a summary of the top algorithms and offer some suggestions for efficient and accurate multi-level PA automatic segmentation. We provide the PARSE challenge as open-access for the community to benchmark future algorithm developments at \url{https://parse2022.grand-challenge.org/Parse2022/}.",,,,,http://hdl.handle.net/10754/691085,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691061,KAUST,Lidar-Assisted Acquisition of Mobile Airborne FSO Terminals in a GPS-Denied Environment,"Liu, Heyou; Bashir, Muhammad Salman; Alouini, Mohamed-Slim",2023,2023-04-06 00:00:00+00:00,"For acquisition of narrow-beam free-space optical (FSO) terminals, a Global Positioning System (GPS) is typically required for coarse localization of the terminal. However, the GPS signal may be shadowed, or may not be present at all, especially in rough or unnameable terrains. In this study, we propose a lidar-assisted acquisition of an unmanned aerial vehicle (UAV) for FSO communications in a poor GPS environment. Such an acquisition system consists of a lidar subsystem and an FSO acquisition subsystem: The lidar subsystem is used for coarse acquisition of the UAV, whereas, the FSO subsystem is utilized for fine acquisition to obtain the UAV's accurate position. This study investigates the optimal allocation of energy between the lidar and FSO subsystems to minimize the acquisition time. Here, we minimize the average acquisition time, and maximize the cumulative distribution function of acquisition time for a fixed threshold. We learn that an optimal value of the energy allocation factor exists that provides the best performance for the proposed acquisition system.",,,,,http://hdl.handle.net/10754/691061,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691060,KAUST,Coverage Analysis and Trajectory Optimization for Aerial Users with Dedicated Cellular Infrastructure,"Qin, Yujie; Kishk, Mustafa A.; Alouini, Mohamed-Slim",2023,2023-04-06 00:00:00+00:00,"In this paper, we consider a novel cellular network for aerial users, which is composed of dedicated base stations (BSs), whose antennas are directed towards aerial users, and traditional terrestrial BSs (TBSs). Besides, the dedicated BSs are deployed on roadside furniture, such as lampposts and traffic lights, to achieve multiple features while occupying less space. Therefore, the locations of dedicated BSs and TBSs are modeled by a Poisson-line-Cox-process (PLCP) and Poisson point process (PPP), respectively. For the proposed network, we first compute the aerial coverage probability and show that the deployment of dedicated BSs improves the coverage probability in both high dense areas and rural areas. We then consider a cellular-connected UAV that has a flying mission and optimize its trajectory to maximize the minimal achievable signal-to-interference-plus-noise ratio (SINR) (Max-Min SINR). To obtain the Max-Min SINR and minimal time trajectory that satisfies the Max-Min SINR, we proposed two algorithms that are practical in large-scale networks. Finally, our results show that the optimal density of dedicated BSs which maximizes Max-Min SINR decreases with the increase of the road densities.",,,,,http://hdl.handle.net/10754/691060,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691059,KAUST,Inductive Graph Unlearning,"Wang, Cheng-Long; Huai, Mengdi; Wang, Di",2023,2023-04-06 00:00:00+00:00,"As a way to implement the ""right to be forgotten"" in machine learning, \textit{machine unlearning} aims to completely remove the contributions and information of the samples to be deleted from a trained model without affecting the contributions of other samples. Recently, many frameworks for machine unlearning have been proposed, and most of them focus on image and text data. To extend machine unlearning to graph data, \textit{GraphEraser} has been proposed. However, a critical issue is that \textit{GraphEraser} is specifically designed for the transductive graph setting, where the graph is static and attributes and edges of test nodes are visible during training. It is unsuitable for the inductive setting, where the graph could be dynamic and the test graph information is invisible in advance. Such inductive capability is essential for production machine learning systems with evolving graphs like social media and transaction networks. To fill this gap, we propose the \underline{{\bf G}}\underline{{\bf U}}ided \underline{{\bf I}}n\underline{{\bf D}}uctiv\underline{{\bf E}} Graph Unlearning framework (GUIDE). GUIDE consists of three components: guided graph partitioning with fairness and balance, efficient subgraph repair, and similarity-based aggregation. Empirically, we evaluate our method on several inductive benchmarks and evolving transaction graphs. Generally speaking, GUIDE can be efficiently implemented on the inductive graph learning tasks for its low graph partition cost, no matter on computation or structure information.",,,,,http://hdl.handle.net/10754/691059,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691058,KAUST,Improving Visual Question Answering Models through Robustness Analysis and In-Context Learning with a Chain of Basic Questions,"Huang, Jia-Hong; Alfadly, Modar; Ghanem, Bernard; Worring, Marcel",2023,2023-04-06 00:00:00+00:00,"Deep neural networks have been critical in the task of Visual Question Answering (VQA), with research traditionally focused on improving model accuracy. Recently, however, there has been a trend towards evaluating the robustness of these models against adversarial attacks. This involves assessing the accuracy of VQA models under increasing levels of noise in the input, which can target either the image or the proposed query question, dubbed the main question. However, there is currently a lack of proper analysis of this aspect of VQA. This work proposes a new method that utilizes semantically related questions, referred to as basic questions, acting as noise to evaluate the robustness of VQA models. It is hypothesized that as the similarity of a basic question to the main question decreases, the level of noise increases. To generate a reasonable noise level for a given main question, a pool of basic questions is ranked based on their similarity to the main question, and this ranking problem is cast as a LASSO optimization problem. Additionally, this work proposes a novel robustness measure, R_score, and two basic question datasets to standardize the analysis of VQA model robustness. The experimental results demonstrate that the proposed evaluation method effectively analyzes the robustness of VQA models. Moreover, the experiments show that in-context learning with a chain of basic questions can enhance model accuracy.",,,,,http://hdl.handle.net/10754/691058,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691056,KAUST,"VOICE: Visual Oracle for Interaction, Conversation, and Explanation","Jia, Donggang; Irger, Alexandra; Strnad, Ondrej; Bjorklund, Johanna; Ynnerman, Anders; Viola, Ivan",2023,2023-04-08 00:00:00+00:00,"We present VOICE, a novel approach for connecting large language models' (LLM) conversational capabilities with interactive exploratory visualization. VOICE introduces several innovative technical contributions that drive our conversational visualization framework. Our foundation is a pack-of-bots that can perform specific tasks, such as assigning tasks, extracting instructions, and generating coherent content. We employ fine-tuning and prompt engineering techniques to tailor bots' performance to their specific roles and accurately respond to user queries, and a new prompt-based iterative scene-tree generation establishes a coupling with a structural model. Our text-to-visualization method generates a flythrough sequence matching the content explanation. Finally, 3D natural language interaction provides capabilities to navigate and manipulate the 3D models in real-time. The VOICE framework can receive arbitrary voice commands from the user and responds verbally, tightly coupled with corresponding visual representation with low latency and high accuracy. We demonstrate the effectiveness and high generalizability potential of our approach by applying it to two distinct domains: analyzing three 3D molecular models with multi-scale and multi-instance attributes, and showcasing its effectiveness on a cartographic map visualization.",,,,,http://hdl.handle.net/10754/691056,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691055,KAUST,Video ChatCaptioner: Towards the Enriched Spatiotemporal Descriptions,"Chen, Jun; Zhu, Deyao; Haydarov, Kilichbek; Li, Xiang; Elhoseiny, Mohamed",2023,2023-04-09 00:00:00+00:00,"Video captioning aims to convey dynamic scenes from videos using natural language, facilitating the understanding of spatiotemporal information within our environment. Although there have been recent advances, generating detailed and enriched video descriptions continues to be a substantial challenge. In this work, we introduce Video ChatCaptioner, an innovative approach for creating more comprehensive spatiotemporal video descriptions. Our method employs a ChatGPT model as a controller, specifically designed to select frames for posing video content-driven questions. Subsequently, a robust algorithm is utilized to answer these visual queries. This question-answer framework effectively uncovers intricate video details and shows promise as a method for enhancing video content. Following multiple conversational rounds, ChatGPT can summarize enriched video content based on previous conversations. We qualitatively demonstrate that our Video ChatCaptioner can generate captions containing more visual details about the videos.",,,,,http://hdl.handle.net/10754/691055,KAUST Repository,doi is missing
http://hdl.handle.net/10754/691041,KAUST,Steering Customized AI Architectures for HPC Scientific Applications,"Ltaief, Hatem; Hong, Y.; Dabah, Adel; Alomairy, Rabab M.; Abdulah, Sameh; Goreczny, C.; Gepner, P.; Ravasi, Matteo; Gratadour, D.; Keyes, David E.",2023,2023-02-25 00:00:00+00:00,"AI hardware technologies have revolutionized computational science. While they have been mostly used to accelerate deep learning training and inference models for machine learning, HPC scientific applications do not seem to directly benefit from these specific hardware features unless AI-based components are introduced into their simulation workflows, for instance, as a replacement of their numerical solvers. This paper proposes to take another direction in an attempt to democratize customized AI architectures for HPC scientific computing. The main idea consists in demonstrating how legacy applications can leverage these AI engines after a necessary algorithmic redesign. It is critical that the resulting software implementations map onto the underlying memory-austere hardware architectures to extract the expected performance. To facilitate this process, we promote the matricization technique for restructuring codes (1) by exploiting data sparsity via algebraic compression and (2) by expressing the critical computational phases in terms of tile low-rank matrix-vector multiplications (TLRMVM) and batch matrix-matrix multiplications (batch GEMM). Algebraic compression enables to reduce memory footprint and to fit into small local cache/memory, while batch execution ensures high occupancy. We highlight how we can steer the Graphcore AI-focused Wafer-on-Wafer Intelligence Processing Units (IPUs) to deliver high performance for both operations. We conduct a performance benchmarking campaign of these two matrix operations that account for most of the elapsed times of four real applications in computational astronomy, seismic imaging, wireless communications, and climate/weather predictions. We report bandwidth and execution rates with speedup factors up to 150X/14X/25X/40X, respectively, on IPUs compared to other systems.",,,International Supercomputing Conference,,http://hdl.handle.net/10754/691041,KAUST Repository,doi is missing
