research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source
KFUPM_b680a918-99f0-4358-85d0-3de0f5825312,King Fahd University of Petroleum and Minerals,RPA-Code for Secure Binary Sequence Generation from Graph-Based Scanning,Ahcene Bounceur; Mohammad Hammoudeh; Jameleddine Hassine; Madani Bezoui; Adel Fadhl Ahmed; Muhamad Felemban,2023,2023-12-21,"This article introduces a novel method for generating random binary sequences from Random Polar Angles (RPA). These sequences can be derived from an image, akin to QR-Codes, making them suitable for cryptographic applications and information coding systems. The proposed method allows the generation of multiple codes using the same image. It is based on the LPCN (Lowest Polar Angle Connectivity Node) algorithm, which, in each iteration, selects a node from a graph that forms the minimal polar angle with its neighbor found in the previous iteration. The decision on the type of bit to generate (0 or 1) is based on the nature of the angles found (acute or obtuse). The primary objective of this research is to facilitate the transformation of a graph's image representation into a concealed binary code, thereby enhancing data security. We have assessed the randomness of the generated codes through entropy analysis, revealing greater unpredictability.",,,ICFNDS 2023 - 2023 The 7th International Conference on Future Networks and Distributed Systems,10.1145/3644713.3644805,https://pure.kfupm.edu.sa/en/publications/b680a918-99f0-4358-85d0-3de0f5825312,KFUPM Pure (OAI-PMH)
KFUPM_4e840965-4103-43c8-ad7d-aa5b9a09298a,King Fahd University of Petroleum and Minerals,Distributed Intrusion Detection Systems Based on Deep Learning Techniques and Boosting Ensemble,Mohammed Ayub; Yasser El-Alfy; Ayaz H. Khan,2023,2023-12-21,"With the rapid advancement in technologies nowadays, new data is constantly and frequently being generated, processed, and stored for various applications. To ease up managing these huge collections of data, distributed systems are utilized. Distributed systems have the ability to be easily scaled and managed from different locations across the globe. One of the drawbacks of large systems is the difficulty faced when attempting to secure them. In this paper, we investigate the use and effects of different Deep Learning (DL) techniques such as CNN, BiGRU+Attention, and LGBM. We made use of two distributed training frameworks for the training of models in a distributed manner. The performance of various techniques is analyzed based on different evaluation criteria using the latest IDS dataset. Experimental results show that the models presented here are robust and efficient enough to detect different kinds of attack types with almost 100% accuracy. However, we observed that when the attack type increase from 3 to 5 the model accuracy drops from 99.9% to 96.34% for LGBM. Performance trade-off between centralized and distributed training is analyzed and observed that the same accuracy can be achieved in DIDS, but with differences in training time. Inferencing time shows very insignificant differences. The results of LGBM show that the duration, port numbers, packet size and number, and TCP flags are the most influential features in DIDS. Furthermore, we have shown the applicability of CNN and BiGRU with attention mechanisms for DIDS, as well as the deployment of two frameworks for distributed machine learning. More than that, LGBM has shown the most superior performance among all models in all types of classification. It is anticipated that this research will act as a guide for further research in DIDS.",,,ICFNDS 2023 - 2023 The 7th International Conference on Future Networks and Distributed Systems,10.1145/3644713.3644736,https://pure.kfupm.edu.sa/en/publications/4e840965-4103-43c8-ad7d-aa5b9a09298a,KFUPM Pure (OAI-PMH)
KFUPM_3eb61708-bc4e-470e-abc0-82f1532326e8,King Fahd University of Petroleum and Minerals,A Methodology for the Design of Fault Tolerant Parallel Digital Channelizers on SRAM-FPGAs,Zhen Gao; Jiajun Xiao; Qiang Liu; Anees Ullah; Pedro Reviriego,2023,2023-05-01,"Digital channelizers (DCs) based on the Discrete Fourier Transform (DFT) and polyphase filter banks are widely used in on-board processing (OBP) platforms to extract narrowband sub-channels from a wideband signal efficiently. In high-capacity communication satellite platforms there are always multiple DCs extracting narrowband signals from multiple wideband signals in parallel. Field-programmable gate arrays (FPGAs) are a popular option for the implementation of DCs due to their parallel computing capabilities and good re-configurability, but FPGAs suffer single-event upsets (SEUs) on the space platform. This paper focuses on the efficient protection of parallel DCs with enhanced coding techniques. We first prove that a linear relationship between parallel DCs can be introduced and maintained among the multiple outputs. However, traditional coding schemes cannot be directly applied for the detection of faulty DCs due to the quantization noise introduced by fixed point implementations. To address this issue, we propose an enhanced coding scheme by averaging in the space and time domains to minimize the effect of quantization noise, introducing thresholds and a majority voter to further improve the detection probability. Both theoretical analysis and fault injection experiments prove the effectiveness of the proposed protection scheme. Experimental results show that all the SEUs that cause an SNR lower than 20dB can be detected and recovered, and the resource overheads are about 1.6 times and 1.3 times of that of the unprotected DCs for systems with 8 DCs and 16 DCs, respectively.",,,IEEE Transactions on Circuits and Systems I: Regular Papers,10.1109/tcsi.2023.3239040,https://pure.kfupm.edu.sa/en/publications/3eb61708-bc4e-470e-abc0-82f1532326e8,KFUPM Pure (OAI-PMH)
KFUPM_26fc3d68-90a5-4bea-83ee-adfbc8e697d1,King Fahd University of Petroleum and Minerals,Error-Resilient Data Compression with Tunstall Codes,Shanshan Liu; Pedro Reviriego; Anees Ullah; Ahmed Louri; Fabrizio Lombardi,2023,2023-05-01,"Data compression has been commonly employed to reduce the required memory size for emerging applications with large storage needs like Big Data and Machine Learning (ML). When considering the flexibility of decompression and its hardware implementation, variable-to-fixed length codes (e.g., Tunstall codes) are usually selected. However, memories are prone to suffer different types of errors, causing the stored data to be corrupted; if an error affects the compressed data, it can propagate and cause corruption in a sequence of bits of the decompressed data. Therefore, error resilience should be built-in as part of the memory design to provide reliable data, especially for safety-critical applications. However, Error Correction Codes (ECCs) that are widely used for memory protection, are not very efficient to protect compressed data, because ECCs further increase the memory size and the additional decoding process can impact the latency to decompress the stored data. In this paper, an efficient error-resilient data compression technique with Tunstall codes is proposed; it requires almost no memory overhead and can correct most errors during the decompression process by introducing a conversion table. An enhanced design is also presented to reduce the impact of errors when they cannot be corrected. The proposed scheme has been implemented and evaluated on three ML datasets; results show that it can deal with up to 99.98% errors with almost no memory overhead when Tunstall codes with smaller than 16-bit symbols are employed. The scheme has also been evaluated for two ML applications; results show that even though a small number of errors cannot be corrected in the proposed scheme, they have an extremely low impact on the classification results and the protection overhead is significantly lower than existing ECC techniques.",,,IEEE Transactions on Circuits and Systems I: Regular Papers,10.1109/tcsi.2023.3245022,https://pure.kfupm.edu.sa/en/publications/26fc3d68-90a5-4bea-83ee-adfbc8e697d1,KFUPM Pure (OAI-PMH)
KFUPM_4b47a034-3856-492a-ad15-f4dba4796d8c,King Fahd University of Petroleum and Minerals,Reliability Evaluation and Fault Tolerance Design for FPGA Implemented Reed Solomon (RS) Erasure Decoders,Zhen Gao; Jinchang Shi; Qiang Liu; Anees Ullah; Pedro Reviriego,2023,2023-01-01,"Reed-Solomon erasure codes (RS-ECs) are widely applied in storage and packet communication systems to recover erasures. When implemented on a field-programmable gate array (FPGA) in a space platform, the RS-EC decoder will suffer single event upsets (SEUs) that can cause failures. In this brief, the reliability of an RS-EC decoder implemented on an FPGA to errors on the configuration memory is first studied based on hardware SEU injection experiments. We found that the reliability is lower for larger number of erased symbols, but there are still about 85% SEUs can be tolerated by the decoder itself even for the maximum number of erased symbols within the recovery capability. In addition, around 10%-25% SEUs on critical bits can cause system exceptions. Based on these results, a duplication with comparison (DWC) scheme is proposed for the protection of the RS-EC decoder. In particular, a checksum parity-based approach is proposed to detect the faulty decoder to reduce the computation overhead. Experimental results show that the reliability of the DWC protected RS-EC decoder to SEUs on the configuration memory is almost the same of a traditional triple modular redundancy (TMR) protection, and the resource usage is only about 2.15 × that of the unprotected decoder.",,,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,10.1109/tvlsi.2022.3224137,https://pure.kfupm.edu.sa/en/publications/4b47a034-3856-492a-ad15-f4dba4796d8c,KFUPM Pure (OAI-PMH)
KFUPM_07759a87-594d-468a-af3e-c81026bdb554,King Fahd University of Petroleum and Minerals,Toward Optimal Softcore Carry-aware Approximate Multipliers on Xilinx FPGAs,Muhammad Awais; Ali Zahir; Syed Ayaz Ali Shah; Pedro Reviriego; Anees Ullah; Nasim Ullah; Adam Khan; Hazrat Ali,2023,2023-08-03,"Domain-specific accelerators for signal processing, image processing, and machine learning are increasingly being implemented on SRAM-based field-programmable gate arrays (FPGAs). Owing to the inherent error tolerance of such applications, approximate arithmetic operations, in particular, the design of approximate multipliers, have become an important research problem. Truncation of lower bits is a widely used approximation approach; however, analyzing and limiting the effects of carry-propagation due to this approximation has not been explored in detail yet. In this article, an optimized carry-aware approximate radix-4 Booth multiplier design is presented that leverages the built-in slice look-up tables (LUTs) and carry-chain resources in a novel configuration. The proposed multiplier simplifies the computation of the upper and lower bits and provides significant benefits in terms of FPGA resource usage (LUTs saving 38.5%-42.9%), Power Delay Product (PDP saving 49.4%-53%), performance metric (LUTs × critical path delay (CPD) × PDP saving 68.9%-73.1%) and errors (70% improvement in mean relative error distance) compared to the latest state-of-the-art designs. Therefore, the proposed designs are an attractive choice to implement multiplication on FPGA-based accelerators.",,,ACM Transactions on Embedded Computing Systems,10.1145/3564243,https://pure.kfupm.edu.sa/en/publications/07759a87-594d-468a-af3e-c81026bdb554,KFUPM Pure (OAI-PMH)
KFUPM_95550ace-9210-4247-85c5-988abefc046f,King Fahd University of Petroleum and Minerals,Efficient protection of polar decoders against Single Event Upsets (SEUs) on user memories,Dong Tian; Zhen Gao; Ruize Wang; Qiang Liu; Anees Ullah; Pedro Reviriego,2023,,"Polar codes are used in 5G systems for the transmission of control channels due to their excellent error correction capability for short sequences. CRC aided successive cancellation list (CA-SCL) decoders are commonly used in practical systems. When used in critical environments, e.g. space platforms, memories used in the polar decoder will suffer single-event upsets (SEUs) that can cause failures and disrupt communications. Therefore, the protection of polar decoders against SEUs on memories with low overhead is an important problem, especially for resource-limited on-board space systems. In this paper, efficient protection schemes are first proposed for each of the main memory components of CA-SAL decoders based on their algorithmic properties. Then FPGA implementation and hardware-based fault injection experiments are performed to evaluate the protection overhead and reliability of the proposed schemes. Experimental results show that, relative to the unprotected decoder, the reliability of the decoder is improved by more than two orders of magnitude, and the overhead of memory and computation are only about 1.26 and 1.23 times of those of unprotected decoder.",,,Microelectronics Reliability,10.1016/j.microrel.2023.115234,https://pure.kfupm.edu.sa/en/publications/95550ace-9210-4247-85c5-988abefc046f,KFUPM Pure (OAI-PMH)
KFUPM_8347c8ae-3e5b-4d8c-a7d5-ffeb63ac8000,King Fahd University of Petroleum and Minerals,Efficient Protection of FPGA Implemented LDPC Decoders Against Single Event Upsets (SEUs) on Configuration Memories,Zhen Gao; Yinghao Cheng; Qiang Liu; Anees Ullah; Pedro Reviriego,2023,2023-09-01,"Low Density Parity Check (LDPC) codes are used in 5G systems for traffic channels due to their excellent error correction capability for long sequences, and the Min-Sum algorithm is widely applied in practical implementations of LDPC decoders due to its low complexity. If the decoder is implemented on a SRAM-based field-programmable gate array (SRAM-FPGA), the radiation-induced single-event upsets (SEUs) can affect the operation of the LDPC decoder by corrupting the configuration memory, which can change the circuit functionality and will not be corrected unless the FPGA is reconfigured. Therefore, protection of LDPC decoders with low overhead is an important problem, especially for resource-limited on-board space systems. In this paper, an efficient Duplicate With Comparison (DWC) protection scheme is proposed based on the different distribution of the parity check sum of the LDPC decoder in the error-free case and the faulty case. In particular, the check sum accumulation number and threshold are optimized to achieve high detection probability with short delay. FPGA based implementation and hardware fault injection experiments are conducted to evaluate the performance of the proposed schemes. Experimental results show that, the effect of SEUs on the LDPC decoder can be completely eliminated by the proposed scheme with 2 times computational overhead and 1.69 times power consumption overhead compared to the unprotected decoder.",,,IEEE Transactions on Circuits and Systems I: Regular Papers,10.1109/tcsi.2023.3279444,https://pure.kfupm.edu.sa/en/publications/8347c8ae-3e5b-4d8c-a7d5-ffeb63ac8000,KFUPM Pure (OAI-PMH)
KFUPM_82fc0402-f8a6-4804-a601-29c2cd4a18ab,King Fahd University of Petroleum and Minerals,Machine Learning Based Miscellaneous Objects Detection with Application to Cancer Images,Zahid Mahmood; Anees Ullah; Tahir Khan; Ali Zahir,2023,,"With the technological developments in artificial intelligence, traditional machine learning methods, and recently Deep Convolutional Neural networks (DCNNs) have accomplished great success in several vision related tasks. For example, object detection, object classification or recognition, and image segmentation are effectively achieved with the aid of aforementioned technologies. To train an effective DCNN model generally needs a big amount of diverse and balanced data. However, the DCNNs are quite often constrained by several aspects, such as (i) data annotation cost, (ii) long-tailed dispersal of data or imbalanced data, and (iii) scarcity of relevant data. Moreover, these days Generative Adversarial Networks (GANs) are widely used in image generation and synthesis related tasks. Object detection, being an important but challenging problem in the field of image processing and computer vision, plays an important role for several applications. While different methods exist to detect objects that appear in an image, a detailed analysis regarding common object detection is still lacking. This chapter pertains to detect objects that appear in an image with complex backgrounds using the Adaptive Boosting Algorithm (ABA). Different from several previously published chapters or research articles that focus on detection of six different objects, such as ships, vehicles, face, or eyes on standard datasets, this chapter focuses on real life objects, which include: (i) Melanoma (actual Malignant Melanoma, Nevus Spilus, and Blue Navy), (ii) license plates, (iii) vehicles, (iv) pedestrians, (v) players, and (vi) football. The ABA is applied on 8525 test images, which include: 251 Melanoma, 2512 license plates, 2400 vehicles, 2502 pedestrians, 590 players/sportsmen, and 270 football images. The chapter also analyses the challenges of current study during investigating real life several objects’ images and proposes a promising research direction, namely supervised learning cloud-based object detection. We are optimistic that this study will be useful for the researchers, practitioners, and beginners as a quick review with better understanding about object detection.",SDG 3 - Good Health and Well-being,,Studies in Computational Intelligence,10.1007/978-3-031-46341-9_8,https://pure.kfupm.edu.sa/en/publications/82fc0402-f8a6-4804-a601-29c2cd4a18ab,KFUPM Pure (OAI-PMH)
KFUPM_41cc9e3a-067c-4975-ab42-eef9a7910c01,King Fahd University of Petroleum and Minerals,Systematic Reliability Evaluation of FPGA Implemented CNN Accelerators,Zhen Gao; Shihui Gao; Yi Yao; Qiang Liu; Shulin Zeng; Guangjun Ge; Yu Wang; Anees Ullah; Pedro Reviriego,2023,2023-03-01,"Convolutional neural networks (CNN) have become essential for many scientific and industrial applications, such as image classification and pattern detection. Among the devices that can implement neural networks, SRAM based FPGAs are a popular option due to their excellent parallel computing capability and good flexibility. However, SRAM-FPGAs are susceptible to radiation effects, which limits its application on safety critical applications. In this paper, the reliability of an accelerator based on the advanced Instruction-Set Architecture is evaluated based on hardware fault injection experiments. Each main module of the accelerator is evaluated separately, and the impact of parallelism and model features on the accelerator reliability is also examined. The experimental results reveal some important conclusions in terms of general hardware reliability and also of the particular model reliability. First, over 99% of SEUs on the computation modules will cause accuracy loss, and the reliability improves for higher parallelism. Second, a large portion of SEUs on the data mover and the instruction scheduler will cause system corruptions due to abnormal interactions with the ARM or other modules. Third, nonlinear activation and pooling layers are effective in reducing the effect of SEUs on computation modules, so models that use these layers tend to be more robust. The results provide a deep understanding of the impact of errors on CNNs implemented on ISA based FPGA accelerators (e.g., the Xilinx DPU).",,,IEEE Transactions on Device and Materials Reliability,10.1109/tdmr.2023.3235767,https://pure.kfupm.edu.sa/en/publications/41cc9e3a-067c-4975-ab42-eef9a7910c01,KFUPM Pure (OAI-PMH)
KFUPM_ceccad8b-fe17-4018-836a-221f11576c4f,King Fahd University of Petroleum and Minerals,On minimizing flow monitoring costs in large-scale software-defined network networks,Haythem Yahyaoui; Mohamed Faten Zhani; Ouns Bouachir; Moayad Aloqaily,2023,2023-03-01,"Recent years have witnessed the rise of novel network applications such as telesurgery, telepresence, and holoportation. As such applications have stringent performance requirements, timely and accurate traffic monitoring becomes of paramount importance to be able to react in a timely and efficient manner, and swiftly adjust the network configuration to achieve the sought-after requirements. However, existing monitoring schemes are either incurring high cost (e.g., high bandwidth consumption) due to the large number of monitoring messages or inefficient when they incur high reporting delay (i.e., the time needed for a monitoring message to reach the controller) making the collected statistics obsolete. In this paper, we address this problem and propose monitoring mechanisms for software defined networks that minimize the monitoring cost while satisfying an upper bound on the reporting delay of the statistics. Our solutions allow to carefully select the switch that should report the statistics about each flow crossing the network taking into consideration the available bandwidth and the capacity of the switch (i.e., the maximum number of flows that it can monitor). In particular, we formulate the switch-to-flow selection problem as an integer linear program and propose two heuristic algorithms to cope with large-scale instances of the problem. We consider the scenario where a single controller is collecting statistics and another where statistics are collected by multiple controllers. Simulation results show that the proposed algorithms provide near-optimal solutions with minimal computation time and outperform existing monitoring strategies in terms of monitoring cost and reporting delay.",,,International Journal of Network Management,10.1002/nem.2220,https://pure.kfupm.edu.sa/en/publications/ceccad8b-fe17-4018-836a-221f11576c4f,KFUPM Pure (OAI-PMH)
KFUPM_7d604b70-33b3-4bca-9e53-ac22c51487cb,King Fahd University of Petroleum and Minerals,On Ensuring Full Yet Cost-Efficient Survivability of Service Function Chains in NFV Environments,Zakaria Alomari; Mohamed Faten Zhani; Moayad Aloqaily; Ouns Bouachir,2023,,"The emergence of Network Function Virtualization enables the deployment of network services in the form of service function chains. In this context, one of the key challenges is to ensure the survivability of these chains in face of single or multiple simultaneous physical node failures. In this paper, we address this challenge and propose solutions to guarantee the survivability of service chains by ensuring that there are enough backups ready to take over when failures occur. Specifically, we put forward a Survivability Management Framework that predicts traffic demand in service function chains and provision enough backups for network functions with minimal costs. To this end, we leverage the AutoRegressive Integrated Moving Average (ARIMA) model to predict future demand. We mathematically model the service chain survivability problem as an integer linear program that determines the minimal number of shared backups and their optimal location in the infrastructure such that backup operational costs are minimized. We also devise two greedy algorithms to deal with the problem in large-scale scenarios. We show, through several simulations, the performance and efficiency of the proposed solutions in different scenarios. We also show that demand prediction could help to avoid unnecessary provisioning of backups, and thereby reduce their operational costs.",,,Journal of Network and Systems Management,10.1007/s10922-023-09734-3,https://pure.kfupm.edu.sa/en/publications/7d604b70-33b3-4bca-9e53-ac22c51487cb,KFUPM Pure (OAI-PMH)
KFUPM_60f258eb-255b-4cac-9c46-ec65db493a3a,King Fahd University of Petroleum and Minerals,Fast and efficient algorithm for delay-sensitive QoS provisioning in SDN networks,Ahmed BinSahaq; Tarek Sheltami; Ashraf Mahmoud; Nidal Nasser,2024,,"Adoption of Software-Defined Networks(SDN) as a new networking paradigm, promises solutions for Quality of Service(QoS) management issues raised at the service providers level due to the massive increase in connected devices (e.g., Servers, Mobile devices, M2M, Things, etc.), traffic in between, and the diverse user and service demands (e.g., delay, bandwidth, etc.). Although its advantage in network control flexibility compared to traditional networking, SDN still requires a design of robust and fast QoS guaranteeing routing algorithms due to its central control computation overhead. In this article, we present a new QoS-aware routing algorithm designed to work on top of SDN and serves delay-sensitive services that require certain delay requirements with low computation time. Such problems are usually modeled as Delay Constrained Least Cost (DCLC) problem which is a well-known NP-hard problem. We adopted the Lagrangian relaxation-based approach that incorporates the delay constraint into the objective cost function to solve the DCLC problem. Differently than existing Lagrangian relaxation-based algorithms, we designed our algorithm to reduce the solution search space by exploiting the problem lower-bound cost and delay paths. Moreover, we defined three different constraint tightness factors inferred from the problem current state to avoid extra non-useful Dijkstra calls. To improve the solution quality, we propose a novel approach that use state information obtained from previous optimization iterations to obtain a small-size network subgraph. Then it search the obtained subgraph for a better solution that the Lagrangian relaxation-based approach may miss. We performed an extensive python-based simulation to evaluate the performance of MODLARAC and compared it with two Lagrangian relaxation-based heuristic algorithms proposed in the literature to solve the DCLC problem, LARAC, and BiLAD algorithms. The obtained results showed improvement up to a 15% reduction in internal Dijkstra calls count with about a 2% increase in the total path cost compared to those obtained by the optimal solution.",,,Wireless Networks,10.1007/s11276-022-03028-3,https://pure.kfupm.edu.sa/en/publications/60f258eb-255b-4cac-9c46-ec65db493a3a,KFUPM Pure (OAI-PMH)
KFUPM_de462211-78f1-4512-bae6-93d8c05b0e21,King Fahd University of Petroleum and Minerals,Optimizing Base Station’s Anonymity with PID-Controlled Fake Packets and Data Aggregation,Farouq Aliyu; Sani Umar; Uthman Baroudi; Talal Alkharobi,2024,,"A Base Station (BS) is a gateway between a wireless sensor network (WSN) and the network administrator (NA). It is responsible for gathering information from the sensors and forwarding it to the NA while collecting instruction from him and communicating it to the WSN. Consequently, the BS has become the prime target of attackers. One form of attack on the BS is tempering. The attacker finds the physical location and destroys it. An adversary can easily find the BS since (in a typical WSN) it is the node with the highest traffic. In this paper, we hide the BS using proportional–integral–derivative (PID) controlled fake packet injection and data aggregation. The data aggregation strategy helps combine data from the sensor nodes into a super-packet, thus reducing the actual traffic. On the other hand, the PID-controlled fake packet injection technique compensates for the difference in traffic between the BS and other nodes in the network. The simulation results demonstrate that the proposed approach can protect the BS from packet-tracing and traffic analysis attacks.","SDG 9 - Industry, Innovation, and Infrastructure",,Arabian Journal for Science and Engineering,10.1007/s13369-023-08316-4,https://pure.kfupm.edu.sa/en/publications/de462211-78f1-4512-bae6-93d8c05b0e21,KFUPM Pure (OAI-PMH)
KFUPM_26bfc449-8f3b-4499-b315-c3abdb9c0e45,King Fahd University of Petroleum and Minerals,Monocular-based collision avoidance system for unmanned aerial vehicle,Abdulrahman Javaid; Asaad Alduais; M. Hashem Shullar; Uthman Baroudi; Mustafa Alnaser,2024,,"Obstacle avoidance based on a monocular camera is a challenging task due to the lack of 3D information for Unmanned Aerial Vehicle. Recent methods based on Convolutional Neural Networks for monocular depth estimation and obstacle detection become widely used. However, collision avoidance with depth estimation usually suffers from long computational time and low avoidance success rate. A new collision avoidance system is proposed which uses monocular camera and intelligent algorithm to avoid obstacles on real time processing. Several experiments have been conducted on crowded environments with several object types. The results show outstanding performance in terms of obstacles avoidance and system response time compared to contemporary approaches. This makes the proposed approach of high potential to be integrated in crowded environments.",SDG 11 - Sustainable Cities and Communities; SDG 3 - Good Health and Well-being,,IET Smart Cities,10.1049/smc2.12067,https://pure.kfupm.edu.sa/en/publications/26bfc449-8f3b-4499-b315-c3abdb9c0e45,KFUPM Pure (OAI-PMH)
KFUPM_92772e43-be25-4672-bf68-e015626f5ceb,King Fahd University of Petroleum and Minerals,Mixed convection of two layers with radiative electro-magnetohydrodynamics nanofluid flow in vertical enclosure,Rahmat Ellahi; Ahmad Zeeshan; Nasir Shehzad; Aneel Hussain; Sadiq M. Sait,2024,2024-02-26,"Mixed convection flow of two layers nanofluid in a vertical enclosure is studied. The channel consists of two regions. Region I is electrically conducting while Region II is electrically non-conducting. Region I is filled with base fluid water with copper oxides nanoparticles and Region II is filled with base fluid kerosene oil with iron oxides. The simultaneous effects of electro-magnetohydrodynamics and Grashof number are also taken into account. The governing flow problem consists of nonlinear coupled differential equations which is tackled using analytical technique. Analytical results have been obtained by the homotopy analysis method (HAM). The results for the leading parameters, such as the Hartmann numbers, Grashof numbers, ratio of viscosities, width ratio, volume fraction of nanoparticles, and the ratio of thermal conductivities for three different electric field scenarios under heat generation/absorption were examined. It is found that the effect of the negative electric load parameter assists the flow while the effect of the positive electric load parameter opposes the flow as compared to the case when the electric load parameter is zero. All outcomes for significant parameters on velocity and temperature are discussed graphically.",,,Nanotechnology,10.1088/1361-6528/ad115b,https://pure.kfupm.edu.sa/en/publications/92772e43-be25-4672-bf68-e015626f5ceb,KFUPM Pure (OAI-PMH)
KFUPM_ebf44ca0-4aac-45fc-8426-28c32b509c3c,King Fahd University of Petroleum and Minerals,An efficient sequential consistency implementation with dynamic race detection for GPUs,Abdulaziz Tabbakh; Murali Annavaram,2024,,"As GPUs are being used for general purpose computations, applications with different memory access requirements have emerged. In spite of the growing demand, only few GPU coherence protocols and memory models have been explored in research, and even fewer models have been implemented in products. However, in the CPU domain a diverse range of memory models for parallel programming have been proposed, which explore the interplay between performance and programmability. Sequential consistency (SC) is one of the strict memory models. It provides the most programmer intuitive execution of memory operation but it imposes strict ordering restrictions on memory operations that cause performance overhead. Hence, implementing and supporting SC is one of the most challenging tasks in any computing platform, and GPUs are no exception. As such in this paper, we propose a GPU architecture that implements SC memory model with minimal performance and power overhead. We achieve this goal by designing a mechanism to detect races between different streaming multiprocessors (SMs) dynamically at runtime. The race is detected using a signature-based mechanism to keep track of sets of unseen updates for each SM which significantly reduces the hardware implementation cost, with a small increase in invalidation traffic. Our experiments show that dynamic race detection can be used to implement sequential consistency with 5% performance overhead.",,,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2023.104836,https://pure.kfupm.edu.sa/en/publications/ebf44ca0-4aac-45fc-8426-28c32b509c3c,KFUPM Pure (OAI-PMH)
KFUPM_2647d705-6f19-44cf-9529-42af731a5be3,King Fahd University of Petroleum and Minerals,A new enhanced mountain gazelle optimizer and artificial neural network for global optimization of mechanical design problems,Pranav Mehta; Sadiq M. Sait; Betül Sultan Yıldız; Mehmet Umut Erdaş; Mehmet Kopar; Ali Rıza Yıldız,2024,,"Nature-inspired metaheuristic optimization algorithms have many applications and are more often studied than conventional optimization techniques. This article uses the mountain gazelle optimizer, a recently created algorithm, and artificial neural network to optimize mechanical components in relation to vehicle component optimization. The family formation, territory-building, and food-finding strategies of mountain gazelles serve as the major inspirations for the algorithm. In order to optimize various engineering challenges, the base algorithm (MGO) is hybridized with the Nelder–Mead algorithm (HMGO-NM) in the current work. This considered algorithm was applied to solve four different categories, namely automobile, manufacturing, construction, and mechanical engineering optimization tasks. Moreover, the obtained results are compared in terms of statistics with well-known algorithms. The results and findings show the dominance of the studied algorithm over the rest of the optimizers. This being said the HMGO algorithm can be applied to a common range of applications in various industrial and real-world problems.","SDG 9 - Industry, Innovation, and Infrastructure",,Materialpruefung/Materials Testing,10.1515/mt-2023-0332,https://pure.kfupm.edu.sa/en/publications/2647d705-6f19-44cf-9529-42af731a5be3,KFUPM Pure (OAI-PMH)
KFUPM_08988b3e-d492-484b-bf53-153ab0bd060b,King Fahd University of Petroleum and Minerals,Performance evaluation of cluster-based federated machine learning,Karim Asif Sattar; Uthman Baroudi,2024,,"Federated Learning (FL) is a collaborative training method for machine learning (ML) that aggregates model weights from multiple participants during the training phase. The learning phase of machine learning techniques is distributed, in which each participating device trains a model using its local data set and sends model weights to a centralized node. The central node aggregates weights and sends the updated weights back to devices. The process continues until a specific threshold is reached such accuracy, response time. In this paper, we present a performance evaluation of FL in a clustering-based multi-hop network to simulate the effect of the dynamic environment on the accuracy of the global model. It is observed that a minimum number of participating nodes is required within a cluster to maintain a high level of global accuracy. A global threshold value needs to be defined to maintain high global accuracy and avoid degradation of model performance.",,,Neural Computing and Applications,10.1007/s00521-024-09487-3,https://pure.kfupm.edu.sa/en/publications/08988b3e-d492-484b-bf53-153ab0bd060b,KFUPM Pure (OAI-PMH)
KFUPM_093b30f5-5e8a-48d9-ae61-7ea51017ef34,King Fahd University of Petroleum and Minerals,Reliable data transmission for a VANET-IoIT architecture: A DNN approach,Joydev Ghosh; Neeraj Kumar; Khaled A. Al-Utaibi; Sadiq M. Sait; Van Nhan Vo; Chakchai So-In,2024,,"The challenges and resilience of vehicular ad hoc network (VANET) and deep neural network (DNN) hybrid architectures in terms of reliability in smart cities have attracted much global interest stemming from the rollout of the next generation of intelligent networks. In this paper, we propose a novel distributed DNN (D-DNN) scheme with blockchain to support the Internet of Intelligent Things (IoIT) infrastructure in the VANET environment of the future. In particular, because the communication links between edge nodes are very unstable in VANETs, a new neuro-fuzzy server that serves the dual roles of finding reliable links between edge nodes and performing optimal routing path selection is proposed. Next, a blockchain layer is employed at the edge nodes, which are initially scrutinized before establishing communication links to ensure reliability during data transfer. Then, the proposed D-DNN (PD-DNN) scheme is applied to enhance the performance of the VANET-IoIT architecture by improving the data flow and convergence rate and mitigating erratic variations in output. To address reliability concerns, the coverage probability (CP) metric is investigated as a measure of network connectivity. Furthermore, we present an analysis of the PD-DNN scheme in comparison with the traditional DNN (T-DNN) scheme. Finally, simulation results for VANET-IoIT scenarios show that, subject to data protection and privacy constraints, the CP values corresponding to different communication links are improved to a greater extent under our scheme than under the traditional scheme, demonstrating the feasibility of the proposed scheme.","SDG 9 - Industry, Innovation, and Infrastructure; SDG 11 - Sustainable Cities and Communities",,Internet of Things (Netherlands),10.1016/j.iot.2024.101129,https://pure.kfupm.edu.sa/en/publications/093b30f5-5e8a-48d9-ae61-7ea51017ef34,KFUPM Pure (OAI-PMH)
