research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,publication_period,title_length
PNU-0,PNU,sexual workplace violence in the health sector in saudi arabia: a cross sectional study,Aseel Khaled AlHassan; Reem Tarik AlSaqat; Fahad Saleh Al Sweleh,2023,2023-10-06,"<jats:title>Abstract</jats:title>
                  <jats:sec>
                    <jats:title>Background</jats:title>
                    <jats:p>Sexual workplace violence occurs worldwide with increasing prevalence, causing psychological and physical injuries. However, only few reports from the Kingdom of Saudi Arabia have investigated the most involved health specialty and its association with other factors, such as working and sociodemographic conditions. The aim of this study was to determine the prevalence of workplace sexual violence over 12 months, from May 2018 to May 2019, circumstances related to the event, and consequences for the perpetrator and survivor and to identify associated factors among all healthcare workers (HCWs) in Saudi Arabia.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Methods</jats:title>
                    <jats:p>This cross-sectional study included all HCWs registered with the Saudi Commission for Health Specialties who worked for &gt; 1 year in the health sector (government or private) in Saudi Arabia until May 2019. A non-probability convenient sampling technique was used. A modified self-administered questionnaire sent via email was utilized to assess workplace violence. Descriptive statistics were used to report percentages and frequencies, while advanced statistics, such as bivariate analysis, were used to determine associations. Multivariate logistic binary regression analysis was used to assess the combined and individual associations between relevant predictors of exposure of HCWs to recent sexual violence at the workplace.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results</jats:title>
                    <jats:p>
                      In total, 7,398 (male, 51.3%; female, 48.7%) HCWs were electively enrolled in the study (mean age 40 ± 8.62 years). Most were non-Saudi (60%). Overall, 3.9% were sexual violence survivors. Approximately 60.7%, 51.4%, 48.3%, and 65.9% of female workers, nurses, Saudi natives, and night shift workers (18:00 to 07:00), respectively, were significantly exposed to sexual violence. Furthermore, approximately 54.8% of those with direct physical contact with patients had a higher rate of exposure to sexual harassment (
                      <jats:italic>p</jats:italic>
                       = 0.001).
                    </jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusions</jats:title>
                    <jats:p>The prevalence of sexual violence is low but remains a risk to HCWs, especially those working night shifts and having direct physical contact with patients. Thus, more support, specific strategies, and policies are needed to reduce the rate of occurrence, protect HCWs, and prevent such events. The underreporting of cases may be skewing the magnitude of the problem; thus, more education and additional research in Saudi Arabia are needed regarding sexual violence experienced by HCWs.</jats:p>
                  </jats:sec>",humanitarian,,BMC Health Services Research,10.1186/s12913-023-10080-y,https://doi.org/10.1186/s12913-023-10080-y,PNU Open Data,2023,87
PNU-2,PNU,"association of ccnd1 (c.723g > a, rs9344) variant with elevated risk of breast carcinoma: a retrospective case–control study",Mohamed Adel El-Eshmawy; Hanaa Elsayed Shahin; Nanis S. El-Beltagy; Dina Abdel Hamid; Ola M. Elfarargy; Dalia Hamouda Elsayed; Afaf M. Elsaid; Rami M. Elshazli; Noura M. Mohamed,2023,,,humanitarian,,Molecular Biology Reports,10.1007/s11033-022-08202-6,https://doi.org/10.1007/s11033-022-08202-6,PNU Open Data,2023,124
PNU-3,PNU,neuroprotective effect of barbaloin on streptozotocin-induced cognitive dysfunction in rats via inhibiting cholinergic and neuroinflammatory cytokines pathway─tnf-α/il-1β/il-6/nf-κb,Asma B. Omer; Obaid Afzal; Abdulmalik S. A. Altamimi; Shaktipal Patil; Shareefa A. AlGhamdi; Amira M. Alghamdi; Sami I. Alzarea; Waleed Hassan Almalki; Imran Kazmi,2023,2023-02-28,,humanitarian,,ACS Omega,10.1021/acsomega.2c08277,https://doi.org/10.1021/acsomega.2c08277,PNU Open Data,2023,181
PNU-4,PNU,adoption of antenatal care conversation mapping among health care providers in saudi arabia: application of the diffusion innovation theory,Anwar Alhashem; Bayader A. Alotaiby; Rahaf B. Al thobaiti; Mudhi M. Almaktoomi; Shahad I. Alzahrani; Alia A. Albaiz; Basil H. Aboul-Enein; Nada Benajiba,2023,2023-06-08,"<jats:sec id=""sec001"">
<jats:title>Aim</jats:title>
<jats:p>To measure the factors influencing on the adoption of antenatal care conversation mapping among health care providers in Riyadh (Saudi Arabia), using the diffusion innovation theory.</jats:p>
</jats:sec>
<jats:sec id=""sec002"">
<jats:title>Methods</jats:title>
<jats:p>88 healthcare providers (Riyadh) were recruited using a non-probability convenient sampling technique were trained on how to use a newly developed antenatal care conversation map. Data was collected by self-administrated questionnaire on health education services, adoption of conversation map and diffusion of innovation variables. The JMP statistical software from SAS version 14 was used to perform data analysis.</jats:p>
</jats:sec>
<jats:sec id=""sec003"">
<jats:title>Results</jats:title>
<jats:p>Printable tools were most common as used by 72.7% of participants and 83.0% of them did not hear about conversation map. The total mean score of diffusion of innovation variables showed was in general high. The total mean score of relative advantage and observability was high in participants aged between 40 to less than 50 years, while the total mean score of compatibility, complexity, and trialability was high in participants aged from 50 years and more. Significant differences were obtained in both compatibility and trialability considering the health educators specialty, p = 0.03 and p = 0.027 respectively. The linear correlations between diffusion of innovation variables was significantly positive (p-value &lt;0.01).</jats:p>
</jats:sec>
<jats:sec id=""sec004"">
<jats:title>Conclusion</jats:title>
<jats:p>All of diffusion of innovation variables were positive as per the opinion of the participants. Applying the conversation map on other health topics in Saudi Arabia and other Arabic-speaking countries is warranted. Measuring and evaluating the adoption rate of conversation mapping among health care providers on other health topics should be explored.</jats:p>
</jats:sec>",humanitarian,,PLOS ONE,10.1371/journal.pone.0286656,https://doi.org/10.1371/journal.pone.0286656,PNU Open Data,2023,139
PNU-12,PNU,the role of digital resources in enhancing the quality of faculty members’ scientific life at princess nourah bint abdulrahman university,Mohamed Abdelfattah; Heba Abdel-Aziz Abu-Bakr; Zakari Aretouyap; Mariam Hassan Sheta; Taher Mohammed Hassan; Mohamed H. Geriesh; Shams El-Din Shaheen; Haya M. Alogayell; Eman Mohamed M. EL-Bana; Ahmed Gaber,2023,2023-06-14,"<jats:p>The quality and quantity of groundwater resources have been continuously deteriorating as a result of anthropogenic activities and their excessive usage. This has intensified seawater intrusion, particularly in the coastal area of Egypt. The management of this issue and preventing ongoing groundwater contamination are crucial responsibilities. Thus, an integrated strategy using remote sensing, geophysical technique, and hydrogeochemical analysis is used in this work to identify the causes of degradation and evaluate their impacts on the groundwater quality in East Port Said, Egypt. The following points were identified: 1) Remote sensing analysis between 1984 and 2015 showed an increase in anthropogenic activities, such as the construction of fish farms and vegetation, which became their areas of 12.5 and 37.8 km<jats:sup>2</jats:sup> respectively. 2) Field observations demonstrated that the groundwater resources are being overexploited and it is expected that these human activities could have an impact on the groundwater quality. 3) The results of the resistivity approach indicated that sand and clay constitute the underlying layers and the shallow subsurface strata contain a high concentration of saline water. As a result, the aquifer is vulnerable to seawater intrusion due to its homogeneity. 4) Nineteen samples of groundwater were collected from the shallow Quaternary aquifer and the hydrochemical characteristic of the samples was identified. The hydrochemical analysis showed that the groundwater across the research area is of the Na-Cl water type and is highly saline (from 7,558 to 23,218 mg/L). By integrating the aforementioned techniques, it is evident that the research region is affected by anthropogenic activities as well as seawater intrusion on groundwater quality. These results serve as a solid base for further research on groundwater-surface water interactions and the evaluation of possible sources of contamination in the shallow aquifers under stress from anthropogenic activity in such environments.</jats:p>",health-related / medical,,Frontiers in Earth Science,10.3389/feart.2023.1204742,https://doi.org/10.3389/feart.2023.1204742,PNU Open Data,2023,137
PNU-14,PNU,"sanitary municipal landfill site selection by integration of gis and multi-criteria techniques for environmental sustainability in safita area, tartous governorate, syria",Mehrbakhsh Nilashi; Rabab Ali Abumalloh; Saidatulakmal Mohd; Sharifah Nurlaili Farhana Syed Azhar; Sarminah Samad; Ha Hang Thi; OA Alghamdi; Abdullah Alghamdi,2023,,,health-related / medical,,Telematics and Informatics,10.1016/j.tele.2022.101923,https://doi.org/10.1016/j.tele.2022.101923,PNU Open Data,2023,170
PNU-16,PNU,"ground surface deformation analysis integrating insar and gps data in the karstic terrain of cheria basin, algeria",Moyang Cui; Wing-Keung Wong; Worakamol Wisetsri; Fatma Mabrouk; Iskandar Muda; Zeyun Li; Marria Hassan,2023,,,health-related / medical,,Resources Policy,10.1016/j.resourpol.2022.103133,https://doi.org/10.1016/j.resourpol.2022.103133,PNU Open Data,2023,114
PNU-18,PNU,"multivariate statistical algorithms for landslide susceptibility assessment in kailash sacred landscape, western himalaya",Colin Kruse; Daniel Axelrod; Omar A. Al-Mohrej; Ryan Daniel; Herman Johal,2023,,"<jats:sec>
                    <jats:title>Objectives:</jats:title>
                    <jats:p>Despite the use of systemic antibiotic prophylaxis, postoperative infection after fracture surgery remains an issue. The purpose of this systematic review and meta-analysis was to evaluate the effect of locally applied antibiotics on deep infection in fracture surgery in both the open and closed fractures.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Data Sources:</jats:title>
                    <jats:p>A comprehensive search of MEDLINE, Embase, and PubMed was performed from the date of inception to April 15, 2021, and included studies in all languages.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Study Selection:</jats:title>
                    <jats:p>Cohort studies were eligible if they investigated the effect on the infection rate of local antibiotic prophylaxis on deep infection after fracture surgery.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Data Extraction:</jats:title>
                    <jats:p>This study was conducted according to the Cochrane Handbook for Systematic Reviews and reported as per the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Risk of bias was assessed using version 2 of the Cochrane risk-of-bias tool for randomized trials and the Methodological Index for Nonrandomized Studies tool where applicable.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Data Synthesis:</jats:title>
                    <jats:p>An inverse variance random-effects model was the primary analysis model because of the anticipated diversity in the evaluated populations. Univariate models were used when a single outcome was of interest.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusions:</jats:title>
                    <jats:p>The risk of deep infection was significantly reduced when local antibiotics were applied compared with the control group receiving systemic prophylaxis only. This beneficial effect was observed in open fractures but failed to reach statistical significance in closed fractures. This meta-analysis suggests that there may be a significant risk reduction in deep infection rate after fracture surgery when local antibiotics are added to standard systemic prophylaxis, particularly in open fractures. Further high-powered Level I studies are needed to support these findings.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Level of Evidence:</jats:title>
                    <jats:p>Therapeutic Level III. See Instructions for Authors for a complete description of levels of evidence.</jats:p>
                  </jats:sec>",health-related / medical,,Journal of Orthopaedic Trauma,10.1097/bot.0000000000002487,https://doi.org/10.1097/bot.0000000000002487,PNU Open Data,2023,121
PNU-19,PNU,the effects of cognitive bias modification on hostile interpretation bias and aggressive behavior: a systematic review and meta-analysis,Mehrbakhsh Nilashi; Rabab Ali Abumalloh; Sarminah Samad; Behrouz Minaei-Bidgoli; Ha Hang Thi; O.A. Alghamdi; Muhammed Yousoof Ismail; Hossein Ahmadi,2023,,,health-related / medical,,Telematics and Informatics,10.1016/j.tele.2022.101919,https://doi.org/10.1016/j.tele.2022.101919,PNU Open Data,2023,136
PNU-21,PNU,an efficient privacy-preserving control mechanism based on blockchain for e-health applications,Alanoud Alsulami; Fatma Mabrouk; Jihen Bousrih,2023,2022-12-28,"<jats:p>One of the main challenges faced by companies, scholars, and governments nowadays is achieving economic, environmental, and social sustainability. Remote working, reduced work weeks, and other types of flexible working time arrangements (FWAs) are the new characteristics that will shape the future of work to ensure social sustainability. In changing work patterns, working styles are changed to possibly improve women employees’ mental health and life–work balance. However, recently, very few firms have succeeded in adopting these new FWA trends. The purpose of this paper is to investigate women’s preferences towards FWAs in the academic sector as a social sustainability source. We investigate the effect of the COVID-19 pandemic on female faculty members’ future job preferences. The data used in the research are collected from a survey given to female faculty members who work in a Saudi women’s university and have already experienced FWAs during the COVID-19 period. The study uses mixed methods of research, combining a choice modeling (CM) method, one sample t-test, a paired sample t-test, cluster analysis, and probit models. Our results show that flexible working arrangements improve the wellbeing of women employees, which ensures sustainable social development. The findings also show that flexibility in location plays a significant role in the decision made by female faculty members when revealing their flexibility preferences. However, flexibility in time did not play a significant role in the decisions made by respondents. This study adds to the empirical evidence in the current literature on female academic staff preferences for FWAs in Saudi Arabia, using choice modeling conjoint analysis and mixed approaches.</jats:p>",health-related / medical,,Sustainability,10.3390/su15010544,https://doi.org/10.3390/su15010544,PNU Open Data,2023,95
PNU-25,PNU,"corrigendum to “mapping coastal vulnerability using machine learning algorithms: a case study at north coastline of sebou estuary, morocco” [reg. stud. mar. sci. 60c (2023) 102829] (regional studies in marine science (2023) 60, (s235248552300018x), (10.1016/j.rsma.2023.102829))",Vikrant Sharma; Satyajit Anand; Mukesh Kumar; Manjula Pattnaik,2023,,,health-related / medical,,International Journal of Value Chain Management,10.1504/ijvcm.2023.129268,https://doi.org/10.1504/ijvcm.2023.129268,PNU Open Data,2023,278
PNU-26,PNU,"mapping the impacts of the anthropogenic activities and seawater intrusion on the shallow coastal aquifer of port said, egypt",Laura Broccardo; Paola Vola; Adrian Zicari; Safiya Mukhtar Alshibani,2023,,,health-related / medical,,Technological Forecasting and Social Change,10.1016/j.techfore.2023.122513,https://doi.org/10.1016/j.techfore.2023.122513,PNU Open Data,2023,125
PNU-27,PNU,"mapping coastal vulnerability using machine learning algorithms: a case study at north coastline of sebou estuary, morocco (vol 60c, 102829, 2023)",Mohd Anjum; Sana Shahab; Ummatul Fatima; M. Sarosh Umar,2023,,,health-related / medical,,Lecture Notes in Networks and Systems,10.1007/978-981-19-7402-1_53,https://doi.org/10.1007/978-981-19-7402-1_53,PNU Open Data,2023,146
PNU-33,PNU,covid-19 and sustainable development goals: a bibliometric analysis and swot analysis in malaysian context,Rola Mourdaa,2023,2026-06-02,,health-related / medical,,ICDSA 2026,10.3390/proceedings2026142002,https://doi.org/10.3390/proceedings2026142002,PNU Open Data,2023,106
PNU-34,PNU,determinants of artificial intelligence adoption in smes: the mediating role of accounting automation,Masahina Sarabdeen; Hind Alofaysan,2023,2023-01-04,"<jats:p>In Saudi Arabia, limited studies have developed models related to measuring the impact of the digital economy on the labor market. This model concerns the agricultural, service, and industrial sectors in Saudi Arabia. This study further investigates the relationship between digitalization, labor productivity, and unemployment using the ARDL error correction method for time-series data obtained from the World Bank database for the period of 2001–2019. The findings of this study illustrate, digital variables such as fixed broadband subscriptions (LNFBS), mobile cellular subscriptions (LNMCS), and computer, communications, and other services (LNCCO) do not significantly affect the labor market in the agricultural sector. LNMCS and LNCCO do not influence the service sector. However, they are negatively influencing the industrial sector and labor productivity. In contrast, LNFBS has a positive impact on both the service and industrial sectors. Interestingly, all three digital variables significantly reduce unemployment in the long run in Saudi Arabia. However, in the short run, digitalization does not have a positive impact on the economy. This study hopes to benefit policymakers in considering how to reorganize the socioeconomic infrastructure to balance economic growth through greater technology and the utilization of the country’s human resources.</jats:p>",health-related / medical,,Economies,10.3390/economies11010012,https://doi.org/10.3390/economies11010012,PNU Open Data,2023,101
PNU-35,PNU,"do oil, gold and metallic price volatilities prove gold as a safe haven during covid-19 pandemic? novel evidence from covid-19 data",Heba G. Mohamed; Fadwa Alrowais; Mohammed Abdullah Al-Hagery; Mesfer Al Duhayyim; Anwer Mustafa Hilal; Abdelwahed Motwakel,2023,,,health-related / medical,,"Computers, Materials &amp; Continua",10.32604/cmc.2023.036822,https://doi.org/10.32604/cmc.2023.036822,PNU Open Data,2023,131
PNU-36,PNU,ecological innovation for environmental sustainability and human capital development: the role of environmental regulations and renewable energy in advanced economies,Obadiah Jonathan Gimba; Abdulkareem Alhassan; Huseyin Ozdeser; Wafa Ghardallou; Mehdi Seraj; Ojonugwa Usman,2023,,,health-related / medical,,"Environment, Development and Sustainability",10.1007/s10668-023-03580-8,https://doi.org/10.1007/s10668-023-03580-8,PNU Open Data,2023,166
PNU-37,PNU,effect of local antibiotic prophylaxis on postoperative deep infection in fracture surgery: a systematic review and meta-analysis,Vikrant Sharma; Satyajit Anand; Mukesh Kumar; Manjula Pattnaik,2023,,,health-related / medical,,International Journal of Value Chain Management,10.1504/ijvcm.2023.129268,https://doi.org/10.1504/ijvcm.2023.129268,PNU Open Data,2023,129
PNU-40,PNU,the impact of multi-criteria ratings in social networking sites on the performance of online recommendation agents,Angelin Blessy; Avneesh Kumar; Prabagaran A; Abdul Quadir Md; Abdullah I. Alharbi; Ahlam Almusharraf; Surbhi B. Khan,2023,2023-05-18,"<jats:p>Irrigation systems are a crucial research area because it is essential to conserve fresh water and utilize it wisely. As a part of this study, the reliability of predicting the usage of water in the present and future is investigated in order to develop an effective prediction model to communicate demand. In order to improve prediction, we develop a prediction model and share the updated model with nearby farmers. In order to forecast the irrigation requirements, the recommended model utilizes the Internet of Things (IoT), k-nearest neighbours (KNN), cloud storage, long short-term memory (LSTM), and adaptive network fuzzy inference system (ANFIS) techniques. By collecting real-time environmental data, KNN identifies the closest water requirement from the roots and its surrounding. In order to predict short-term requirements, ANFIS is used. To transfer the new requirements for better prediction, transfer learning is used. Time-series-data updates are predicted using LSTM for future forecasting, and the integrated model is shared with other farmers using cloud environments to enhance forecasting and analysis. For implementation, a period of nine to ten months of data was collected from February to December 2021, and banana tree was used to implement the planned strategy. Four farms, with measurements, were considered at varying intervals to determine the minimum and maximum irrigation needs. The requirements of farms were collected over time and compared to the predictions. Future requirements at 8, 16, 24, 32, and 48 h were also anticipated. The results indicated were compared to manual water pouring, and, thus, the entire crop used less water, making our prediction model a real-world option for irrigation. The prediction model was evaluated using R2, MSLE and the average initial prediction value of R2 was 0.945. After using transfer learning, the prediction of the model of Farm-2, 3 and 4 were 0.951, 0.958 and 0.967, respectively.</jats:p>",health-related / medical,,Sustainability,10.3390/su15108260,https://doi.org/10.3390/su15108260,PNU Open Data,2023,114
PNU-44,PNU,"tailoring the structural, optical and electrical properties of zinc oxide nanostructures by zirconium doping",Mujeeb Ur Rehman; Arslan Shafique; Imdad Ullah Khan; Yazeed Yasin Ghadi; Jawad Ahmad; Mohammed S. Alshehri; Mimonah Al Qathrady; Majed Alhaisoni; Muhammad H. Zayyan,2023,,"<jats:title>Abstract</jats:title>
                  <jats:p>Internet of medical things (IoMT) is becoming more prevalent in healthcare applications as a result of current AI advancements, helping to improve our quality of life and ensure a sustainable health system. IoMT systems with cutting‐edge scientific capabilities are capable of detecting, transmitting, learning and reasoning. As a result, these systems proved tremendously useful in a range of healthcare applications, including brain tumour detection. A deep learning‐based approach for identifying MRI images of brain tumour patients and normal patients is suggested. The morphological‐based segmentation method is applied in this approach to separate tumour areas in MRI images. Convolutional neural networks, such as LeNET, MobileNetV2, Densenet and ResNet, are tested to be the most efficient ones in terms of detection performance. The suggested approach is applied to a dataset gathered from several hospitals. The effectiveness of the proposed approach is assessed using a variety of metrics, including accuracy, specificity, sensitivity, recall and F‐score. According to the performance evaluation, the accuracy of LeNET, MobileNetV2, Densenet, ResNet and EfficientNet is 98.7%, 93.6%, 92.8%, 91.6% and 91.9%, respectively. When compared to the existing approaches, LeNET has the best performance, with an average of 98.7% accuracy.</jats:p>",health-related / medical,,CAAI Transactions on Intelligence Technology,10.1049/cit2.12254,https://doi.org/10.1049/cit2.12254,PNU Open Data,2023,108
PNU-49,PNU,flexible working arrangements and social sustainability: study on women academics post-covid-19,Haoming Ding; Wei Su; Juhee Hahn,2023,2023-10-27,"<jats:p>Rapid economic growth puts the natural environment under tremendous pressure. As a traditional chemical company, it is important to reconsider outdated business development models, develop innovative green initiatives for long-term growth, and choose approaches to address environmental issues. Determining how to encourage employees’ green performance while balancing environmental issues is crucial for chemical companies in the current social and economic environment. This study investigates the green transformational leadership style to enhance green performance of chemical company employees. It expands the field of environmental protection by employing two novel constructs: creative process engagement and green creativity. We collected 623 valid questionnaires from 98 teams (98 leaders and 525 employees) and used SPSS 26.0, HLM 6.0, and MPlus 8.3 to test the hypothesis. The findings revealed that (1) green transformational leadership positively influences individual green performance, (2) creative process engagement and green creativity mediate the relationship between green transformational leadership and individual green performance, and (3) individual environmental awareness positively moderates the relationship between green transformational leadership and green creativity. These novel findings contribute to the environmental literature and help chemical company managers in enhancing employee innovation and performance.</jats:p>",health-related / medical,,Behavioral Sciences,10.3390/bs13110887,https://doi.org/10.3390/bs13110887,PNU Open Data,2023,95
PNU-50,PNU,investigating the impact of digital transformation on the labor market in the era of changing digital transformation dynamics in saudi arabia,Rohma Waris; Dr. Inam Ullah Khan; Rabia Nadeem; Dr. Ijaz Hussain; Dr. Rida Akbar (Corresponding Author),2023,2025-02-20,"<jats:p>This paper looks at how Information Communication Technology (ICT), green finance and corporate social responsibility (CSR) can influence sustainable financial performance, where perceived organizational support (POS) is used as a mediating and moderating variable in the Pakistan corporate environment. The design used was a quantitative, cross-sectional study where data was gathered among 360 respondents using structured questionnaire and analyzed using PLS-SEM. Findings affirm that ICT, green finance and CSR are significant factors that affect perceived organizational support which, in turn, is a powerful predictor of financial performance. POS completely mediates all three predictor pathways. The model explains 54.4% of the financial performance, provided valuable theoretical and practical contributions to the body of literature on sustainable finance in emerging economies.</jats:p>",health-related / medical,,Qualitative Research Journal for Social Studies,10.63878/qrjs1040,https://doi.org/10.63878/qrjs1040,PNU Open Data,2023,141
PNU-57,PNU,adjustment of self-initiated and organizational expatriates: the moderating role of cross-cultural training,Peng Zhang; Zeyun Li; Wafa Ghardallou; Yan Xin; Jie Cao,2023,,,health-related / medical,,Renewable Energy,10.1016/j.renene.2023.05.089,https://doi.org/10.1016/j.renene.2023.05.089,PNU Open Data,2023,107
PNU-58,PNU,emergency vehicle driving assistance system using recurrent neural network with navigational data processing method,Fengyu Liu; Vincent Tawiah; Abdulrasheed Zakari; Noha Alessa,2023,,,health-related / medical,,Journal of Environmental Management,10.1016/j.jenvman.2023.118308,https://doi.org/10.1016/j.jenvman.2023.118308,PNU Open Data,2023,115
PNU-68,PNU,bibliometric - thematic analysis and a technology-enabler-barrier-based framework for digital supply chain,Shalini Talwar; Amandeep Dhir; Nazrul Islam; Puneet Kaur; Ahlam Almusharraf,2023,,,health-related / medical,,Journal of Business Research,10.1016/j.jbusres.2023.114135,https://doi.org/10.1016/j.jbusres.2023.114135,PNU Open Data,2023,106
PNU-76,PNU,contingency-based analysis of the drivers and obstacles to a successful sustainable business model: seeking the uncaptured value,Guangchen Li; Qianlong Ma; Subuhi Khan; Khaoula Aliani,2023,,"<jats:title>Abstract</jats:title><jats:p>This paper investigates the impact of the perception of economic policy uncertainty (PEPU) on enterprise innovation strategies. Using a text‐based method and a sample of Chinese listed companies from 2007 to 2021, we find that PEPU negatively affects substantive and strategic innovations, and its negative impact on strategic innovations is more noticeable than that on substantive innovations. Mechanism analysis shows that PEPU affects enterprise innovation strategies through innovation investment and financing constraints. Moreover, enterprises with a high shareholding ratio of executives and private enterprises are more likely to suffer the negative impact of PEPU. Finally, analyst attention and internal control quality may weaken the inhibitory impact of PEPU on enterprise innovation strategies.</jats:p>",health-related / medical,,Managerial and Decision Economics,10.1002/mde.3969,https://doi.org/10.1002/mde.3969,PNU Open Data,2023,128
PNU-79,PNU,"e – retailing attributes with consumer satisfaction, trust and repurchase intension",Muath Jaafari; Abad Alzuman; Zaiba Ali; Ansarullah Tantry; Rahila Ali,2023,2023-09-12,"<jats:p>Organizational health helps companies achieve their goals, gain a competitive edge, and boost employee engagement and well-being by determining a company’s ability to establish, communicate, and implement a unified business strategy while retaining highly engaged employees. The current study aimed to develop and validate an original two-subscale measure that evaluates organizational health behavior determinants, including a quantitative 5-point Likert-type “Subscale A” of 16 items in 5 dimensions (awareness, appreciation, relations, employee engagement, and internal communication) and a qualitative “Subscale B” of 10 items in 3 dimensions (employee persona, organizational culture, and employee voice) called the Organization Health Behavior Index (OHBI). The combination of the two methodologies enhances the study’s credibility, validity, and applicability, as well as its contribution to the field of organizational health behavior research. Furthermore, the study included three sample groups and a sample of 3510 respondents from five sectors in the Kingdom of Saudi Arabia: agriculture, education, government, health, and logistics. This research includes various stages in the development and evaluation of the psychometric properties of the OHBI. These stages include conducting reliability analysis, performing exploratory and confirmatory factor analyses, and finalizing the scale. The model’s fit indices, such as the chi-squared test, comparative fit index (CFI), Tucker–Lewis index (TLI), root mean square error of approximation (RMSEA), and standardized root mean square residual (SRMR), collectively demonstrated a favorable fit for the model. The findings presented in this study offer support for the reliability and validity of the OHBI scale. The OHBI scale comprehensively encompasses the necessary psychometric properties related to its construction and validation, thereby establishing its validity and reliability as a robust measure of organizational health behavior. The OHBI can help create an environment at work that boosts productivity, engagement, and retention. Organizations can compare their health behavior ratings to industry standards or best practices using the index.</jats:p>",health-related / medical,,Sustainability,10.3390/su151813650,https://doi.org/10.3390/su151813650,PNU Open Data,2023,83
PNU-82,PNU,prediction and analysis of customer complaints using machine learning techniques,Obadiah Jonathan Gimba; Abdulkareem Alhassan; Huseyin Ozdeser; Wafa Ghardallou; Mehdi Seraj; Ojonugwa Usman,2023,,,health-related / medical,,"Environment, Development and Sustainability",10.1007/s10668-023-03580-8,https://doi.org/10.1007/s10668-023-03580-8,PNU Open Data,2023,80
PNU-87,PNU,economic analysis of sustainable exports value addition through natural resource management and artificial intelligence,Rohit Kumar Singh Gautam; Vivek Mani Tripathi; Jitendra Kumar Gautam; Pushkar Jha; Sana Sahab; Rajnesh Tyagi; Hemant Nautiyal,2023,,,health-related / medical,,Surface and Coatings Technology,10.1016/j.surfcoat.2023.130041,https://doi.org/10.1016/j.surfcoat.2023.130041,PNU Open Data,2023,119
PNU-88,PNU,"empirical linkages between ict, tourism, and trade towards sustainable environment: evidence from brics countries",Nidhi Singh; Safiya Mukhtar Alshibani; Pooja Misra; Rabiya Nawaz; Bhumika Gupta,2023,2023-11-08,"<jats:sec><jats:title content-type=""abstract-subheading"">Purpose</jats:title><jats:p>Along with technology-based ecosystems, healthcare start-ups are expanding multi-fold. On the other hand, underlying uncertainties pose several challenges for these health-tech enterprises at macro-meso-micro level, influencing their business circumstances and profitability. The current study aims to comprehend the macro-, meso- and micro-level barriers that make it difficult for enterprises to set up healthcare technology start-ups. The study also observed the perceived effect of these challenges on firms' performance and cost structure over time. Using the theory of behaviour under uncertainty, the study revealed multiple systemic, sector-related, human and implementation barriers that hinder business growth and lead to uncertainties for health-tech start-ups.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-subheading"">Design/methodology/approach</jats:title><jats:p>Using a grounded theory approach, the study collected the views of 51 health tech start-ups in the UK using an online participants pool. The data was collected using qualitative data techniques in the form of open-ended essays, and a content analysis using thematic coding process was conducted. The questions centered around the different institutional uncertainties or barriers while setting up or running a healthcare start-up.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-subheading"">Findings</jats:title><jats:p>The study revealed several macro-, meso- and micro-level barriers these technology-based enterprises perceive in the healthcare industry. These are recognised as systemic barriers, such as lack of funding and procedural issues; sector-related barriers, such as market-related impediments; human barriers, including psychological barriers and resistance to new technology; and implementation barriers, such as operational and personnel issues.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-subheading"">Research limitations/implications</jats:title><jats:p>The study used qualitative, open-ended essay techniques to collect the data. Future studies may use a mixed-methods approach to provide holistic insights. The study is conducted in a single developed country, the UK. Future work may expand these findings by comparing developed market challenges with those of emerging markets and by assessing the viewpoints of healthcare start-ups.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-subheading"">Practical implications</jats:title><jats:p>This research will assist the healthcare sector and government understand health tech start-up hurdles and uncertainty. Policymakers must assist start-ups and encourage entrepreneurial innovation. Regulating and enabling policies will help. The paper examines start-ups' macro, meso and micro uncertainties. Policymakers promoting sector entrepreneurship must consider these barriers while designing policy guidelines.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-subheading"">Originality/value</jats:title><jats:p>The study contributes to the existing literature on technology start-ups, particularly in the healthcare industry, and identifies significant barriers these start-ups face. The study synthesizes research on health-tech start-up uncertainty and bridges the gap between theory and practice by applying empirical findings.</jats:p></jats:sec>",health-related / medical,,Journal of Enterprise Information Management,10.1108/jeim-06-2023-0318,https://doi.org/10.1108/jeim-06-2023-0318,PNU Open Data,2023,113
